job_name,company_name,location,exp_level,exp_years,skills
Government Relations Specialist,Confidential,Riyadh,Full Time,Experienced,2 - 5 Yrs of Exp
Secretary,Confidential,Dokki,Full Time,Experienced,2 - 5 Yrs of Exp
Senior Automation Engineer,Kandil Industries,10th of Ramadan City,Full Time,Experienced,5 - 7 Yrs of Exp
Financial Analyst (FP&A)- Corporate,Ideal Standard International Egypt ,Sheraton,Full Time,Experienced,1 - 2 Yrs of Exp
Stock Controller,FRIDAL,6th of October,Full Time,Experienced,1 - 3 Yrs of Exp
Production Engineer,Dreem Mashreq Foods ,Alexandria,Full Time,Experienced,3 - 7 Yrs of Exp
Finance Manager,Midea Group,Giza,Full Time,Experienced,7 - 10 Yrs of Exp
Localization Project Planner,The Translation Gate,Maadi,Full Time,Experienced,1 - 2 Yrs of Exp
Firefighting and Plumbing Engineer,ECE,Sheraton,Full Time,Experienced,2 - 3 Yrs of Exp
Marketing Manager,Roya Developments,Sheraton,Full Time,Manager,10 - 17 Yrs of Exp
General Accountant,Confidential,New Cairo,Full Time,Entry Level,1 - 3 Yrs of Exp
Associate Consultant,Robiquity,New Cairo,Full Time,Experienced,0 - 2 Yrs of Exp
Property sales,Trade Brokers,Cairo,Full Time,Entry Level,0 - 1 Yrs of Exp
Commercial Manager (Engineer),Confidential,Sheikh Zayed,Full Time,Manager,4 - 6 Yrs of Exp
Human Resources Generalist,Safoury Development  ,Shorouk City,Full Time,Experienced,3 - 5 Yrs of Exp
Senior Sales Specialist,Agrisolar,6th of October,Full Time,Experienced,3 - 5 Yrs of Exp
Dermatologist Specialist / Consultant,Suhub,Riyadh,Full Time,Experienced,Customer Service/Support
Senior Project Officer,Misr Elkheir Foundation,Mokattam,Full Time,Experienced,3 - 5 Yrs of Exp
Senior Front End Developer,Caelum Middle East LLC ,Zamalek,Full Time,Experienced,2 - 4 Yrs of Exp
Technical Services Team Lead,Confidential,Riyadh,Full Time,Experienced,3 - 5 Yrs of Exp
Senior Technical Office Engineer – Mechanical,Al Marasem Group,New Cairo,Full Time,Experienced,4 - 7 Yrs of Exp
General Manager,Green Line For Glass Metal Architecture,Nasr City,Full Time,Experienced,5 - 15 Yrs of Exp
Senior Wealth Manager,referbility.com,Riyadh,Full Time,Experienced,IT/Software Development
Banking Consultant (Core Banking / Technology),Capco,Riyadh,Full Time,Entry Level,Banking
Regional Sales Manager,Checkmarx,Riyadh,Full Time,Experienced,Customer Service/Support
IT Administrator,GLC,Obour City,Full Time,Experienced,3 - 5 Yrs of Exp
Property Consultant / Real Estate Agent,The Address Investments for Real Estate Consultancy,New Cairo,Full Time,Entry Level,0 - 2 Yrs of Exp
Preschool French Teacher - Steamulation Hub - New Cairo - Katameya -District 5,Innovvette for Education,Katameya,Full Time,Experienced,1 - 4 Yrs of Exp
Office Manager,MTI,Shubra,Full Time,Experienced,4 - 7 Yrs of Exp
Senior Business Development Engineer,Delta Egypt For Lighting ,Obour City,Full Time,Experienced,3 - 7 Yrs of Exp
Data Entry Specialist,Sylndr,Katameya,Full Time,Entry Level,1 - 2 Yrs of Exp
Sales and Marketing Specialist,Confidential,Nasr City,Full Time,Entry Level,1 - 3 Yrs of Exp
Rights Specialist,Nahdet Misr Publishing Group,Mohandessin,Full Time,Entry Level,1 - 3 Yrs of Exp
Treasury Manager,Confidential,Bourj Alarab,Full Time,Manager,7 - 10 Yrs of Exp
Procurement Specialist*,MCM,New Cairo,Full Time,Experienced,1 - 2 Yrs of Exp
Office Manager & Personal CEO Assistant,NOK for Human Capital Solutions,Maadi,Full Time,Experienced,1 - 2 Yrs of Exp
Product Design Senior Engineer,Kandil Industries,10th of Ramadan City,Full Time,Experienced,5 - 7 Yrs of Exp
Personnel Specialist,Confidential,Sheikh Zayed,Full Time,Entry Level,1 - 2 Yrs of Exp
Junior Corporate Lawyer,Travco Properties,Sheikh Zayed,Full Time,Entry Level,1 - 3 Yrs of Exp
Junior Site Engineer,Travco Properties,Marsa Matruh,Full Time,Entry Level,1 - 3 Yrs of Exp
Senior HSE Specialist,Travco Properties,Marsa Matruh,Full Time,Experienced,3 - 5 Yrs of Exp
Document Controller,Travco Properties,Sheikh Zayed,Full Time,Entry Level,2 - 3 Yrs of Exp
Asphalt Trader,Aramco Trading Company,Riyadh,Full Time,Experienced,Business Development
Ruby ON Rails Developer,Algoriza,Giza,Full Time,Entry Level,1 - 2 Yrs of Exp
Warehouse Assistant,Confidential,Dubai,Full Time,Entry Level,1 - 4 Yrs of Exp
IT Technical Support Engineer,Alwadi Holding,Mohandessin,Full Time,Experienced,4 - 5 Yrs of Exp
Area Sales Manager (Alexandria),GLC,Alexandria,Full Time,Manager,10 - 13 Yrs of Exp
Marketing Supervisor,Confidential,New Cairo,Full Time,Manager,4 - 8 Yrs of Exp
Promoter,Alarabia Group,Cairo,Full Time,Experienced,1 - 4 Yrs of Exp
Senior Back End Developer,Dexef,Quweisna,Full Time,Experienced,3 - 6 Yrs of Exp
light current site electrical Engineer,SMARTTEL,Cairo,Full Time,Experienced,1 - 7 Yrs of Exp
Accountant,Erpplus5,Basatin,Full Time,Experienced,2 - 5 Yrs of Exp
Accountant 2,Erpplus5,Maadi,Full Time,Experienced,2+ Yrs of Exp
Payroll Specialist,Giza Seeds and Herbs,Giza,Full Time,Entry Level,1 - 3 Yrs of Exp
HR & Admin Specialist,Gila Electric,New Cairo,Full Time,Entry Level,1 - 2 Yrs of Exp
Maintenance Senior Forman,Air Products,Riyadh,Full Time,Manager,Installation/Maintenance/Repair
Data Analyst,Truelancer.com,Riyadh,Full Time,Entry Level,IT/Software Development
Landscape Engineer Section Head,IGI-Group,Sheikh Zayed,Full Time,Experienced,10 - 12 Yrs of Exp
Computing Teacher,Egyptian English Language schools,Mandara,Full Time,Entry Level,1 - 5 Yrs of Exp
Heavy Equipment Acquisition Specialist,General Labs,Alexandria,Full Time,Entry Level,1 - 2 Yrs of Exp
Chat Support,Smart Line,Nasr City,Full Time,Experienced,1 - 1 Yrs of Exp
Construction Lead-Mechanical,Air Products,Riyadh,Full Time,Experienced,Engineering - Construction/Civil/Architecture
"Sales Manager, Central & Eastern",Radiometer,Riyadh,Full Time,Not specified,Customer Service/Support
Control and Instrumentation Commissioning Engineer,Air Products,Riyadh,Full Time,Entry Level,Engineering - Construction/Civil/Architecture
Zakat Compliance Specialist,Truelancer.com,Makkah,Full Time,Entry Level,R&D/Science
Construction Lead - E&I,Air Products,Riyadh,Full Time,Entry Level,Engineering - Construction/Civil/Architecture
Warehouse Officer,Air Products,Riyadh,Full Time,Entry Level,Administration
Deputy Material Manager,Air Products,Riyadh,Full Time,Experienced,Logistics/Supply Chain
Finance & Business Support Manager,Millennium Hotels and Resorts MEA,Doha,Full Time,Experienced,Accounting/Finance
Senior Project Engineer-Mechanical,Air Products,Riyadh,Full Time,Experienced,Installation/Maintenance/Repair
Software Engineer Backend,Trella,Cairo,Full Time,Entry Level,IT/Software Development
Senior Backend Engineer - Golang,webook.com | We're All About Fun,Riyadh,Full Time,Experienced,IT/Software Development
Sales Specialist,Astrex Group,Cairo,Full Time,Experienced,3 - 5 Yrs of Exp
Social Media Manager,Astrex Group,Cairo,Full Time,Manager,5 - 7 Yrs of Exp
Digital & Innovation Manager,JobIn,Riyadh,Full Time,Experienced,Marketing/PR/Advertising
Remote Data Entry Opportunities Work-From-Home,IVY Models&Promotion,Riyadh,Full Time,Not specified,IT/Software Development
IT Test Manager,Ericsson,Riyadh,Full Time,Not specified,IT/Software Development
Construction Coordinator,Air Products,Riyadh,Full Time,Experienced,Engineering - Construction/Civil/Architecture
Maintenance Engineer - Instrumentation & Controls,Air Products,Riyadh,Full Time,Entry Level,Installation/Maintenance/Repair
Administration Officer,Air Products,Riyadh,Freelance / Project,Entry Level,Administration
H&S Field Officer,Air Products,Riyadh,Part Time,Entry Level,Quality
Payroll Manager & HR Administration Management,"Thales e-Security, Inc.",Riyadh,Full Time,Not specified,Accounting/Finance
Senior Credit Controller,Informa Connect of Informa PLC,Riyadh,Full Time,Not specified,IT/Software Development
Laboratory Information Admin,Air Products,Riyadh,Full Time,Entry Level,Administration
Medical Representative,Abbott Healthcare Products Ltd,Riyadh,Full Time,Not specified,Medical/Healthcare
Lab Analyst,Air Products,Riyadh,Full Time,Entry Level,R&D/Science
Fiat Operations Manager,OKXhas,Dubai,Full Time,Not specified,Logistics/Supply Chain
Restaurant Manager,Kitopi Catering Services LLC,Dubai,Full Time,Not specified,Hospitality/Hotels/Food Services
Medical Equipment Technologist,The Shrewsbury and Telford Hospital NHS Trust,Riyadh,Full Time,Experienced,Medical/Healthcare
Full Stack PHP (Laravel) Developer Cairo,A3malouna.com,Cairo,Full Time,Entry Level,Creative/Design/Art
Remote Data Entry Clerk (Part Time/Full Time),IVY Models&Promotion,Riyadh,Full Time,Not specified,Administration
Entry-Level Remote Administrative Clerk,IVY Models&Promotion,Riyadh,Full Time,Not specified,Administration
Customer Experience Lead - NEMA,Johnson & Johnson,Cairo,Full Time,Not specified,Administration
Ecommerce Scrum Master Senior Specialist,Tawzef for Recruitment & HR Consultancy,Cairo,Full Time,Experienced,Marketing/PR/Advertising
Customer Service Specialist,LyondellBasell,Cairo,Full Time,Entry Level,Customer Service/Support
Sr. Testing Engineer,DXC Technology,Cairo,Full Time,Experienced,IT/Software Development
VxLabs Summer Internship Program 2024 - Cairo (Calling All Tech-Savvy Students!),VxLabs GmbH,Cairo,Full Time,Student,Accounting/Finance
Relocations Manager – Freight & Logistics,CC Staffing International,Riyadh,Full Time,Not specified,Logistics/Supply Chain
Executive Secretary,Lucidya,Riyadh,Full Time,Not specified,Administration
Product Marketing Specialist,Lucidya,Riyadh,Full Time,Not specified,Marketing/PR/Advertising
Service Sales Director – Middle East,Carrier,Riyadh,Full Time,Not specified,Customer Service/Support
Internal Medical Translator - English into Arabic (Arabic native speaker),IQVIA,Cairo,Full Time,Not specified,Writing/Editorial
Lead Project Manager - Supply Chain,AstraZeneca,Cairo,Full Time,Not specified,Engineering - Construction/Civil/Architecture
Country Accountant,Expeditors,Jeddah,Full Time,Not specified,Accounting/Finance
Sales Engineer,Kaizen Firm,Makkah,Full Time,Entry Level,Sales/Retail
Indoor Sales Representative,مراتب يانسن ,6th of October,Full Time,Experienced,1 - 3 Yrs of Exp
Replenishment Specialist,Schneider Electric,Cairo,Full Time,Not specified,Logistics/Supply Chain
Tech Partner,Schneider Electric,Cairo,Full Time,Not specified,IT/Software Development
Sales Representative,IL FORNO,Abu Dhabi,Full Time,Not specified,Customer Service/Support
M365 Technical Specialist,Turner & Townsend,Dubai,Full Time,Not specified,Installation/Maintenance/Repair
Lead Cost Manager / Senior Cost Manager - Remote Location,Turner & Townsend,Riyadh,Full Time,Not specified,Accounting/Finance
IT Technical Support Consultant,Turner & Townsend,Riyadh,Full Time,Not specified,Installation/Maintenance/Repair
Early Career Trainee,GE HealthCare,Riyadh,Full Time,Student,Marketing/PR/Advertising
Front Desk Receptionist,TK Suites,Cairo,Full Time,Entry Level,Administration
Sr. Principle Specialist Accountant,Raytheon,Riyadh,Full Time,Not specified,Accounting/Finance
Strategy Associate,Accenture,Riyadh,Full Time,Not specified,IT/Software Development
"Marketing Services Analyst, KSA",VISA,Riyadh,Full Time,Not specified,Marketing/PR/Advertising
Shipping Marketing Expert,Ethereal Elayne Freight Broker LLC,Dubai,Full Time,Entry Level,Writing/Editorial
"Product Marketing Specialist, Al-Khobar",ABB,Riyadh,Full Time,Not specified,Business Development
Technology Engineer – End User   Computing,Dicetek LLC,Dubai,Freelance / Project,Entry Level,Creative/Design/Art
Marketer,Divzoon Network,Zamalek,Part Time,Experienced,1 - 5 Yrs of Exp
3D Designer,IR-N,Cairo,Full Time,Experienced,3 - 5 Yrs of Exp
"HR Project Manager, NALCA (Location flexible - Egypt or Tunisia)",Citi,Cairo,Full Time,Not specified,Administration
"Quality Inspector (Torque Master, ICT): Dubai",NOV,Dubai,Full Time,Experienced,R&D/Science
"Portfolio Manager, Infrastructure Private Equity Funds & Co-Investments, Abu Dhabi, UAE",PER,Dubai,Full Time,Experienced,Accounting/Finance
Associate Expediting Technician,CB&I,Dubai,Full Time,Entry Level,Installation/Maintenance/Repair
"Investment Associate, Private Equity Fund Investments, Abu Dhabi, UAE",PER,Dubai,Full Time,Entry Level,Accounting/Finance
"Investment Associate, Private Equity Technology and Healthcare, Abu Dhabi, UAE.",PER,Dubai,Full Time,Entry Level,Writing/Editorial
"Marketing Manager, Middle East & Africa",Datasite,Dubai,Full Time,Experienced,Customer Service/Support
Senior Sales Manager,SimCorp,Dubai,Full Time,Experienced,Customer Service/Support
"Principal, Special Opportunities Private Equity and Private Credit, Abu Dhabi, UAE",PER,Dubai,Full Time,Experienced,Accounting/Finance
"Senior Manager Safety (Dubai, UAE)",Joby Aviation,Dubai,Full Time,Not specified,IT/Software Development
Meetings and Events Specialist,Novo Nordisk,Riyadh,Full Time,Not specified,Business Development
Regional Sales Manager - Middle East & Africa,Nerdio,Dubai,Full Time,Experienced,Customer Service/Support
Payroll Manager & HR Administration Management,Thales,Riyadh,Full Time,Not specified,Accounting/Finance
"Investment Executive, VC fund of funds, Global Investment Fund, Doha, Qatar",PER,Doha,Full Time,Senior Management,Accounting/Finance
"Quant, Market Products, Global Investment Fund, Doha, Qatar",PER,Doha,Full Time,Experienced,Marketing/PR/Advertising
"Investment Professional, Real Estate Funds, Doha, Qatar",PER,Doha,Full Time,Experienced,Accounting/Finance
"Private Market Risk, Investment Risk, Investment Strategy, Doha, Qatar",PER,Doha,Full Time,Entry Level,Accounting/Finance
"Associate / Senior Associate, Liquidity Risk, Doha, Qatar",PER,Doha,Full Time,Entry Level,Accounting/Finance
"Portfolio Management Professional, Americas Team, Doha, Qatar",PER,Doha,Full Time,Experienced,IT/Software Development
"Real Estate Asset Management Executive, Global Investment Fund, Doha, Qatar",PER,Doha,Full Time,Senior Management,Accounting/Finance
Recruiter,GenerationProz,Maadi,Full Time,Experienced,1 - 2 Yrs of Exp
"Investment Professional, Real Estate Private Equity Funds & Co-Investments, Abu Dhabi, UAE",PER,Dubai,Full Time,Experienced,Accounting/Finance
"Investment Professional, Industrials/Energy/Oil & Gas, Global Private Equity Firm, Abu Dhabi, UAE",PER,Dubai,Full Time,Experienced,Accounting/Finance
Railway Safety Supervisor,RATP Dev Mobility Cairo,Cairo,Full Time,Experienced,R&D/Science
"Risk and Performance Professional, Leading Pension Fund, Abu Dhabi, UAE",PER,Dubai,Full Time,Entry Level,IT/Software Development
Teach English in Beautiful Indonesia in 2024,EF English First,Dubai,Full Time,Entry Level,Creative/Design/Art
"Senior Investment Professional, Tech VC/Growth, Large International Investor, Abu Dhabi, UAE",PER,Dubai,Full Time,Experienced,Accounting/Finance
"Associate, Global Infrastructure Investments, Leading SWF, Abu Dhabi, UAE",PER,Dubai,Full Time,Entry Level,Human Resources
"Investment Professional, International Private Equity, Family Office, Dubai, UAE",PER,Dubai,Full Time,Experienced,Accounting/Finance
"VP, Real Estate and Infrastructure, Private Equity, Abu Dhabi, UAE",PER,Dubai,Full Time,Senior Management,IT/Software Development
"Senior Reward Associate, Global Investment Fund, Abu Dhabi, UAE",PER,Dubai,Full Time,Entry Level,Human Resources
"Senior Investor, Private Equity (India coverage), Major Corporate-backed Investor, Sharjah, UAE",PER,Dubai,Full Time,Experienced,Accounting/Finance
Financial and Administrative Officer,Tawzef for Recruitment & HR Consultancy,Cairo,Full Time,Entry Level,Accounting/Finance
"Senior Accountant, Investment Firm, Abu Dhabi, UAE",PER,Dubai,Full Time,Experienced,Customer Service/Support
Vocational Teacher - Mechatronics/Electrical/Mechanical Engineering,Institute of Applied Technology,Dubai,Full Time,Entry Level,Administration
Senior UI/UX Designer,Stella Stays,Cairo,Full Time,Experienced,Creative/Design/Art
Solar Technician,Sharaf DG Energy,Dubai,Full Time,Entry Level,Engineering - Mechanical/Electrical
"Fluent Arabic Analyst/Associate, MENA Real Estate, Riyadh, Saudi Arabia",PER,Riyadh,Full Time,Entry Level,Operations/Management
"Senior Investment Professional, Industrials/Energy Direct Investments, SWF, Abu Dhabi, UAE",PER,Dubai,Full Time,Experienced,Accounting/Finance
"Investment Associate, Private Credit Fund Investments, Abu Dhabi, UAE",PER,Dubai,Full Time,Entry Level,Accounting/Finance
"Portfolio Manager, Leading International Hedge Fund, Dubai, UAE",PER,Dubai,Full Time,Experienced,Marketing/PR/Advertising
"Operating Partner, Transformation Delivery, Middle East Focused Private Equity, Riyadh, Saudi Arabia",PER,Riyadh,Full Time,Manager,Marketing/PR/Advertising
"Associate/Senior Associate, Technology Direct Investments, Private Equity, Abu Dhabi, UAE",PER,Dubai,Full Time,Entry Level,Accounting/Finance
"VP/SVP, Equity Options, International Public Markets, Riyadh, Saudi Arabia",PER,Riyadh,Full Time,Senior Management,Creative/Design/Art
"Finance Manager, Investment Firm, Abu Dhabi, UAE",PER,Dubai,Full Time,Experienced,Accounting/Finance
Entry-Level Tasks (Remote Data Entry Operator),"Mirlyn, Inc",Riyadh,Full Time,Not specified,R&D/Science
Customer Service Clerk (Remote Work From Home),"Mirlyn, Inc",Dubai,Full Time,Not specified,Customer Service/Support
Digital Marketing Specialist (Arabic speaker),Black Pearl Consult,Dubai,Full Time,Entry Level,Marketing/PR/Advertising
"Editor, English - Construction Week",ITP Media Group,Dubai,Full Time,Entry Level,Writing/Editorial
"Manager, Public Markets, Global Investment Fund, Doha, Qatar",PER,Doha,Full Time,Experienced,Accounting/Finance
"Investment Professional, Hedged Strategies Funds, Global Investment Fund, Doha, Qatar",PER,Doha,Full Time,Experienced,Accounting/Finance
Data Entry Opportunities For Remote Work,"Mirlyn, Inc",Dubai,Full Time,Not specified,IT/Software Development
Remote Data Entry Clerk (Part Time/Full Time),"Mirlyn, Inc",Dubai,Full Time,Not specified,Administration
Data Entry Clerk (Remote Work-From Home Position,"Mirlyn, Inc",Dubai,Full Time,Not specified,Administration
Senior Graphic Designer,Levante Holding,Doha,Full Time,Experienced,Creative/Design/Art
Sales Professional - Red Sea,ETCO,Hurghada,Full Time,Experienced,2+ Yrs of Exp
Treasury Accountant (Sahl Hasheesh),Capital Link Developments,Hurghada,Full Time,Experienced,3 - 6 Yrs of Exp
Sales Professional,ETCO,Zamalek,Full Time,Entry Level,2+ Yrs of Exp
Digital Marketing Manager,Finding From Egy ,Smouha,Full Time,Manager,3 - 14 Yrs of Exp
Senior Technical Office Engineer (Curtain Wall & Aluminum),Confidential,Sheraton,Full Time,Experienced,5 - 8 Yrs of Exp
Mechanical Engineer Pumps,Confidential,Cairo,Full Time,Experienced,5 - 15 Yrs of Exp
Branch Accountant,Confidential,Downtown,Full Time,Experienced,3 - 10 Yrs of Exp
Back Office Employee,Bayt El Khebra,Maadi,Full Time,Experienced,2 - 4 Yrs of Exp
HR Manager,الشركة المصرية للهندسة والتجارة جيت,Nasr City,Full Time,Manager,1 - 5 Yrs of Exp
Senior Material Planner Engineer,Nahdet Misr Publishing Group,6th of October,Full Time,Experienced,3 - 5 Yrs of Exp
Software Tester - Fully Remote Job,Confidential,Cairo,Full Time,Experienced,1 - 5 Yrs of Exp
DevOps Engineer - Fully Remote Job,Confidential,Cairo,Full Time,Experienced,2 - 5 Yrs of Exp
Travel Consultant,African Queen Travel ,Heliopolis,Full Time,Experienced,2 - 5 Yrs of Exp
Graphic Designer,QwK,Madinaty,Full Time,Entry Level,1 - 6 Yrs of Exp
Linux Systems Administrator,Egpay,Cairo,Full Time,Experienced,2 - 5 Yrs of Exp
Civil Procurement Team leader,Genedy Group Construction ,Maadi,Full Time,Experienced,8 - 10 Yrs of Exp
Marketing Specialist,QwK,Cairo,Full Time,Experienced,2 - 7 Yrs of Exp
Social Media Marketing Executive,X! Qatar,Doha,Full Time,Entry Level,Writing/Editorial
Cyber Security Supervisor,Carina Wear,New Cairo,Full Time,Experienced,5 - 7 Yrs of Exp
Procurement Engineer,MENA For Contracting & Trading,Glim,Full Time,Manager,5 - 10 Yrs of Exp
Regional Business Manager,Justyol,Sheraton,Full Time,Manager,5 - 15 Yrs of Exp
Customer Support Specialist,MedGo,Heliopolis,Full Time,Entry Level,1 - 3 Yrs of Exp
Sales Executive,Shotech For all Security Systems & Smart Solutions.,New Nozha,Full Time,Experienced,5 - 10 Yrs of Exp
Export Specialist,RIDI STONE MERMER,Denizli,Full Time,Entry Level,1 - 5 Yrs of Exp
Telesales Agent,Onyx,Cairo,Full Time,Entry Level,1 - 2 Yrs of Exp
Sales Real Estate,Onyx,Cairo,Full Time,Entry Level,1 - 2 Yrs of Exp
Line Cook,Apparel Group,Doha,Full Time,Entry Level,Operations/Management
Learning & Development Officer,Rayhaan Hotels & Resorts,Doha,Full Time,Entry Level,IT/Software Development
QNB2858-Vice President Learning & Development,QNB Group,Doha,Full Time,Senior Management,Business Development
Recruiter Specialist,ECCO Gulf WLL,Doha,Full Time,Experienced,Human Resources
Electrical Engineer,Al Safy,Nasr City,Full Time,Entry Level,0 - 1 Yrs of Exp
Accountant,CSCEC International Facade Egypt Co Ltd,Ain Sokhna,Full Time,Experienced,3 - 5 Yrs of Exp
Supply Chain Engineer,International Group For Modern Coating ,Bourj Alarab,Full Time,Experienced,1 - 3 Yrs of Exp
Senior Planning Engineer (Cairo - Asyut),Genedy Group Construction ,Maadi,Full Time,Experienced,6 - 8 Yrs of Exp
Senior Cost Control Engineer,Genedy Group Construction ,Maadi,Full Time,Experienced,6 - 8 Yrs of Exp
Accountant,BB FM,6th of October,Full Time,Entry Level,1 - 3 Yrs of Exp
Talent Acquisition Specialist,BB FM,6th of October,Full Time,Entry Level,1 - 3 Yrs of Exp
Construction Service Engineer,Confidential,Mohandessin,Full Time,Experienced,3 - 5 Yrs of Exp
Factory Manager,YMZ,Abu Rawash,Full Time,Manager,2+ Yrs of Exp
Senior Procurement Specialist,Target Integrated Systems,Maadi,Full Time,Experienced,4 - 7 Yrs of Exp
Legal Counsel,Midea Group,Giza,Full Time,Experienced,10 - 15 Yrs of Exp
Material Coordinator,Hitachi Energy,Riyadh,Full Time,Experienced,Engineering - Construction/Civil/Architecture
HRIS Specialist,SGS,Makkah,Full Time,Experienced,Human Resources
Sales Accountant,Zumra Food,Nasr City,Full Time,Entry Level,0 - 3 Yrs of Exp
Construction Quality Control Inspector - Structures,Tecnimont,Doha,Freelance / Project,Experienced,Engineering - Construction/Civil/Architecture
UI Web Developer,proleaders,Alexandria,Full Time,Experienced,3 - 6 Yrs of Exp
DevOps Pre Sales Engineer,Ejada ,Heliopolis,Full Time,Experienced,4 - 7 Yrs of Exp
Customer Service Representative - UK Account,_VOIS Egypt,Smouha,Full Time,Entry Level,Customer Service/Support
Sales Project Engineer (Construction),Outservingplus,Giza,Full Time,Experienced,3 - 5 Yrs of Exp
Business Development Specialist ( Sales Outdoors),Horeca Star,Cairo,Full Time,Experienced,2 - 3 Yrs of Exp
Marketing Specialist,Horeca Star,New Cairo,Full Time,Experienced,3 - 5 Yrs of Exp
Customer Service Representative - English Speaker,_VOIS Egypt,Cairo,Full Time,Entry Level,Customer Service/Support
Manager,DSV,Kuwait City,Full Time,Experienced,Administration
"Senior Director, Community Business Development",ROSHN l روشن,Riyadh,Full Time,Manager,Business Development
Refund Auditor,"Zakat, Tax and Customs Authority",Riyadh,Freelance / Project,Experienced,Accounting/Finance
Assistant Manager - Restaurant,Apparel Group,Doha,Full Time,Experienced,Administration
Contract Administrator,Air Products,Riyadh,Freelance / Project,Entry Level,Administration
Customer Service Consultant,AGCO,New Cairo,Full Time,Entry Level,Administration
DevOps Consultant,Ejada ,Heliopolis,Full Time,Experienced,7 - 10 Yrs of Exp
Construction Lead – Civil,Air Products,Riyadh,Full Time,Experienced,Engineering - Construction/Civil/Architecture
Tender & Quotation Specialist,Hitachi Energy,Riyadh,Full Time,Experienced,Engineering - Construction/Civil/Architecture
Technical Office Engineer,osisco,New Cairo,Full Time,Experienced,5 - 8 Yrs of Exp
Finance Manager - KSA / Saudi National,Natixis Corporate & Investment Banking,Riyadh,Full Time,Experienced,Accounting/Finance
Sales Team Leader,Stacks,Alexandria,Full Time,Manager,5+ Yrs of Exp
Assistant Brand Manager,ariika,New Cairo,Full Time,Experienced,2 - 5 Yrs of Exp
Purchasing Specialist,ariika,New Cairo,Full Time,Entry Level,2 - 5 Yrs of Exp
Human Resources Generalist,K Line Europe,Cairo,Full Time,Experienced,2 - 4 Yrs of Exp
Customer service and telesales asociate,Solution Company Limited,Shubra,Full Time,Experienced,1 - 3 Yrs of Exp
Machine Operator: Dammam 3rd Industrial City,NOV,Riyadh,Full Time,Entry Level,IT/Software Development
Global HR Manager,K Line Europe,Cairo,Full Time,Senior Management,2 - 5 Yrs of Exp
Junior interior design,DSC International ,Sheraton,Full Time,Experienced,2 - 3 Yrs of Exp
CFO Office Manager,Confidential,Nasr City,Full Time,Experienced,5 - 7 Yrs of Exp
MEP Manager,Progressive Recruitment,Riyadh,Full Time,Experienced,Engineering - Construction/Civil/Architecture
Sales Account Manager,BB FM,Sheikh Zayed,Full Time,Experienced,1+ Yrs of Exp
Process Engineer: (Oil & Gas): Dammam 2nd Industrial,NOV,Riyadh,Full Time,Entry Level,IT/Software Development
Haulage Operations Engineer,Confidential,Alexandria,Full Time,Experienced,2 - 5 Yrs of Exp
Store customer care specialist,B.TECH,Nasr City,Full Time,Entry Level,1 - 3 Yrs of Exp
Sales Development Representative,Tempresso,Cairo,Full Time,Entry Level,0 - 4 Yrs of Exp
Video Editor & Motion Graphic Designer,RS,Cairo,Full Time,Entry Level,1 - 4 Yrs of Exp
Accountant,Confidential,Sheraton,Full Time,Experienced,2 - 5 Yrs of Exp
Associate Sustainability & Environmental,JLL,Riyadh,Full Time,Entry Level,Engineering - Construction/Civil/Architecture
Call Center Agent,El Sewedy Education,Cairo,Full Time,Entry Level,1 - 3 Yrs of Exp
Accounting Officer - Port Disbursement Account Specialist,Blue Ocean Marine,Mansheya,Full Time,Experienced,4 - 8 Yrs of Exp
Human Resources Supervisor,osisco,New Cairo,Full Time,Manager,8 - 12 Yrs of Exp
Licensed Massage Therapist,CORE Life,Giza,Full Time,Experienced,3 - 5 Yrs of Exp
Senior Recruiter - Delivery Assurance,McKinsey & Company,Riyadh,Full Time,Entry Level,Human Resources
French customer service representative,Concentrix + Webhelp,Cairo,Full Time,Entry Level,Customer Service/Support
Preschool Front Office (New Cairo),Trillium Preschool,New Cairo,Full Time,Entry Level,1 - 2 Yrs of Exp
UI UX Designer,Esmart Company,Cairo,Full Time,Experienced,3+ Yrs of Exp
Data Entry Representatives (Work From Home),Acme Files,Riyadh,Full Time,Not specified,Administration
"Learning & Development Advisor, Riyadh",Clyde & Co,Riyadh,Full Time,Experienced,IT/Software Development
Planning & Reporting Senior Specialist,"Zakat, Tax and Customs Authority",Riyadh,Full Time,Experienced,Business Development
Personnel Specialist,LSE ,Nasr City,Full Time,Experienced,1 - 3 Yrs of Exp
Supervisor,Apparel Group,Doha,Full Time,Experienced,Logistics/Supply Chain
Arabic Relationship Coach (Remote),Liftalk.com,Kuwait City,Part Time,Experienced,Customer Service/Support
Service Crew,Apparel Group,Doha,Full Time,Entry Level,Customer Service/Support
Graphic Designer & Video Editor,Dao Derma Skin Clinic,New Cairo,Full Time,Experienced,3 - 7 Yrs of Exp
Corporate Lawyer,Green Valley,Nasr City,Full Time,Experienced,4 - 6 Yrs of Exp
*Customer Service and Sales Executive,MCM,New Cairo,Full Time,Experienced,1 - 3 Yrs of Exp
UI UX Designer / Product Designer,Tenjaz,Maadi,Full Time,Experienced,3+ Yrs of Exp
Freight Operations Specialist - Export Shipment,Fastn Accurate For shipping and logistics services,Sheraton,Full Time,Experienced,2 - 4 Yrs of Exp
Sales Executive,Archi Touch,6th of October,Full Time,Experienced,2 - 10 Yrs of Exp
