,Unnamed: 0.1,Unnamed: 0,id,carat,cut,color,clarity,depth,table,x,y,z,price
14626,14626,171819,171819,0.7,Very Good,F,SI1,60.3,59.0,5.74,5.77,3.47,2307
14627,14627,143605,143605,1.52,Ideal,F,SI2,62.6,55.0,7.3,7.34,4.58,9408
14628,14628,75236,75236,1.51,Premium,G,SI2,62.1,58.0,7.36,7.26,4.54,8244
14629,14629,67351,67351,0.33,Premium,D,SI2,61.9,58.0,4.42,4.37,2.72,492
14630,14630,22019,22019,1.2,Very Good,I,VS2,63.1,56.0,6.82,6.77,4.28,6146
14631,14631,21217,21217,0.71,Ideal,G,VS1,61.1,56.0,5.79,5.82,3.54,3179
14632,14632,117815,117815,0.3,Ideal,D,SI1,62.5,57.0,4.3,4.26,2.67,709
14633,14633,8199,8199,0.7,Very Good,G,VVS1,61.7,58.0,5.65,5.7,3.5,3472
14634,14634,7319,7319,1.0,Ideal,G,VS2,61.3,56.0,6.49,6.44,3.97,5882
14635,14635,33644,33644,0.56,Ideal,D,VS2,60.9,56.0,5.34,5.32,3.24,1910
14636,14636,39786,39786,0.41,Ideal,I,VVS1,61.4,56.0,4.79,4.82,2.94,963
14637,14637,144641,144641,0.32,Premium,G,VS2,62.7,58.0,4.41,4.39,2.75,720
14638,14638,26118,26118,1.01,Ideal,H,SI1,61.2,57.0,6.45,6.48,3.95,4566
14639,14639,166270,166270,0.41,Very Good,I,VS1,62.8,58.0,4.73,4.76,2.98,686
14640,14640,13765,13765,0.53,Very Good,F,SI2,63.2,58.0,5.12,5.16,3.24,1142
14641,14641,138215,138215,0.31,Premium,F,VS1,59.3,59.0,4.39,4.42,2.61,7889
14642,14642,147004,147004,0.36,Premium,E,VS1,61.1,59.0,4.58,4.62,2.8,829
14643,14643,132374,132374,0.34,Ideal,E,VVS1,61.5,57.0,4.52,4.49,2.77,1052
14644,14644,78861,78861,0.52,Very Good,F,VS1,62.9,57.0,5.1,5.14,3.22,1816
14645,14645,106628,106628,0.7,Good,F,SI1,63.3,58.0,5.6,5.68,3.57,2127
14646,14646,19669,19669,0.53,Ideal,G,VS2,61.4,56.0,5.22,5.2,3.2,1586
14647,14647,45026,45026,2.05,Premium,H,SI1,59.3,59.0,8.38,8.27,4.93,17149
14648,14648,106567,106567,0.71,Premium,D,SI1,60.4,59.0,5.8,5.75,3.49,2822
14649,14649,16920,16920,0.42,Ideal,D,VVS2,62.5,57.0,4.85,4.82,3.02,1388
14650,14650,123484,123484,0.31,Ideal,G,VS2,62.9,57.0,4.35,4.32,2.72,698
14651,14651,182787,182787,0.4,Ideal,G,VVS1,61.6,57.0,4.73,4.76,2.92,1123
14652,14652,33586,33586,1.31,Very Good,H,SI1,59.4,58.0,7.12,7.17,4.21,7125
14653,14653,169495,169495,0.42,Very Good,G,VS1,61.4,58.0,4.8,4.84,2.96,943
14654,14654,70700,70700,0.32,Ideal,E,VS2,62.0,56.0,4.42,4.41,2.74,702
14655,14655,4444,4444,1.51,Very Good,I,VS2,61.8,57.0,7.38,7.32,4.54,8408
14656,14656,177046,177046,0.78,Good,F,SI1,63.7,58.0,5.82,5.78,3.69,2622
14657,14657,41043,41043,0.9,Ideal,F,SI1,62.6,56.0,6.15,6.13,3.85,4103
14658,14658,77253,77253,0.35,Premium,D,SI1,62.5,58.0,4.52,4.48,2.81,854
14659,14659,2018,2018,0.56,Ideal,D,VS1,61.0,57.0,5.36,5.32,3.25,1924
14660,14660,12761,12761,1.23,Premium,G,SI1,60.5,60.0,6.96,6.9,4.2,6441
14661,14661,147652,147652,0.34,Premium,H,VVS1,61.7,59.0,4.47,4.5,2.77,775
14662,14662,183032,183032,1.54,Ideal,G,VVS2,61.0,56.0,7.48,7.45,4.55,15132
14663,14663,20728,20728,0.42,Ideal,H,VVS2,61.1,57.0,4.87,4.84,2.96,1024
14664,14664,39436,39436,0.9,Premium,D,SI1,62.4,59.0,6.17,6.13,3.83,3797
14665,14665,52662,52662,0.3,Good,J,VS1,64.0,55.0,4.32,4.28,2.75,506
14666,14666,65409,65409,0.43,Ideal,H,VS2,61.6,57.0,4.81,4.83,2.97,798
14667,14667,107465,107465,1.0,Premium,G,VS2,62.7,57.0,6.39,6.33,3.99,6534
14668,14668,148677,148677,0.71,Good,F,VS1,63.3,56.0,5.64,5.71,3.59,2919
14669,14669,24915,24915,1.01,Premium,D,SI1,62.7,59.0,6.38,6.34,3.99,5724
14670,14670,135193,135193,0.3,Premium,H,SI1,60.4,60.0,4.31,4.34,2.61,407
14671,14671,125129,125129,0.3,Ideal,E,VS1,61.9,55.0,4.28,4.32,2.66,652
14672,14672,86361,86361,1.16,Ideal,H,SI2,62.3,57.0,6.67,6.72,4.17,4742
14673,14673,46861,46861,0.51,Ideal,F,VS1,62.1,57.0,5.15,5.11,3.18,1592
14674,14674,156073,156073,0.31,Very Good,I,VS2,61.7,59.0,4.35,4.37,2.69,435
14675,14675,109944,109944,0.54,Ideal,D,VS2,61.3,57.0,5.3,5.27,3.24,2347
14676,14676,143172,143172,0.41,Premium,E,VS1,61.9,58.0,4.78,4.75,2.95,947
14677,14677,75509,75509,0.8,Ideal,F,VS2,61.5,55.0,5.97,6.0,3.68,3303
14678,14678,7321,7321,1.64,Ideal,H,VS2,62.9,57.0,7.58,7.54,4.75,13378
14679,14679,106431,106431,0.7,Ideal,I,SI1,59.9,57.0,5.87,5.84,3.49,2100
14680,14680,138208,138208,2.13,Premium,I,SI2,60.3,59.0,8.37,8.35,5.04,14112
14681,14681,42071,42071,0.42,Ideal,E,VS2,61.8,55.0,4.77,4.8,2.96,938
14682,14682,109026,109026,1.21,Very Good,G,VVS1,60.2,57.0,6.9,6.93,4.16,10887
14683,14683,174891,174891,0.7,Ideal,G,VS2,62.4,56.0,5.68,5.71,3.56,2443
14684,14684,135597,135597,0.58,Very Good,E,SI1,59.4,60.0,5.42,5.38,3.21,1601
14685,14685,88982,88982,0.29,Very Good,D,VS1,63.3,58.0,4.2,4.24,2.68,507
14686,14686,134432,134432,0.51,Ideal,E,VS2,61.6,56.0,5.15,5.13,3.17,1576
14687,14687,42130,42130,0.71,Very Good,J,SI1,63.1,57.0,5.71,5.68,3.59,1968
14688,14688,54321,54321,0.32,Very Good,H,VVS2,63.0,57.0,4.35,4.38,2.75,629
14689,14689,93941,93941,1.02,Premium,G,SI2,61.7,59.0,6.5,6.45,3.99,4107
14690,14690,69729,69729,0.34,Ideal,F,VVS2,61.9,55.0,4.49,4.52,2.79,860
14691,14691,1748,1748,1.54,Premium,H,VS2,62.4,58.0,7.38,7.31,4.58,10316
14692,14692,174203,174203,0.31,Premium,H,VS2,61.1,58.0,4.38,4.41,2.69,537
14693,14693,43749,43749,0.32,Premium,D,VS2,61.1,60.0,4.43,4.39,2.69,972
14694,14694,16247,16247,0.41,Ideal,I,VVS1,62.3,55.0,4.78,4.76,2.97,755
14695,14695,118749,118749,1.22,Very Good,I,SI1,63.5,57.0,6.79,6.75,4.28,4957
14696,14696,117986,117986,0.32,Ideal,D,VS2,62.8,57.0,4.32,4.29,2.7,758
14697,14697,72345,72345,1.11,Ideal,E,SI2,62.0,57.0,6.58,6.61,4.08,5407
14698,14698,72816,72816,0.32,Ideal,E,VVS2,61.8,55.0,4.39,4.42,2.73,842
14699,14699,13614,13614,0.28,Ideal,I,IF,62.0,57.0,4.21,4.24,2.62,593
14700,14700,73611,73611,2.07,Premium,H,SI2,61.3,60.0,8.15,8.1,4.98,14479
14701,14701,13069,13069,2.01,Premium,I,SI2,59.3,59.0,8.13,8.07,4.85,13666
14702,14702,185636,185636,1.0,Ideal,E,SI2,60.0,56.0,6.46,6.52,3.89,4744
14703,14703,154862,154862,1.02,Premium,H,SI2,59.2,59.0,6.65,6.58,3.93,4301
14704,14704,19686,19686,2.02,Premium,G,SI2,61.4,58.0,8.14,8.06,4.99,15059
14705,14705,90595,90595,0.59,Ideal,G,SI1,62.1,56.0,5.38,5.4,3.34,1446
14706,14706,86121,86121,0.55,Premium,E,SI2,61.4,60.0,5.32,5.27,3.24,1358
14707,14707,26168,26168,0.36,Ideal,E,VS2,61.2,57.0,4.59,4.55,2.8,694
14708,14708,30713,30713,1.0,Very Good,G,SI1,63.1,61.0,6.32,6.39,4.01,4414
14709,14709,16006,16006,1.2,Good,I,SI1,63.3,61.0,6.65,6.62,4.2,3574
14710,14710,114597,114597,0.31,Premium,D,VS2,62.1,59.0,4.3,4.31,2.67,942
14711,14711,184052,184052,1.03,Ideal,F,SI2,60.7,55.0,6.57,6.53,3.97,4995
14712,14712,131982,131982,0.76,Premium,F,VS1,60.4,62.0,5.84,5.81,3.52,2937
14713,14713,182343,182343,1.55,Ideal,I,VS1,62.5,55.0,7.38,7.35,4.61,12401
14714,14714,129569,129569,1.01,Premium,F,VVS2,61.8,58.0,6.44,6.41,3.97,9302
14715,14715,183489,183489,1.05,Ideal,G,SI2,62.0,56.0,6.52,6.55,4.05,3303
14716,14716,164027,164027,0.9,Premium,J,VS2,61.5,58.0,6.23,6.2,3.82,3423
14717,14717,118740,118740,0.35,Ideal,G,VS1,61.8,57.0,4.52,4.49,2.79,906
14718,14718,11267,11267,0.74,Ideal,D,VS2,60.1,57.0,5.9,5.86,3.55,3273
14719,14719,125216,125216,0.41,Premium,D,VVS2,59.9,58.0,4.8,4.82,2.87,1243
14720,14720,22793,22793,0.7,Ideal,F,SI1,61.3,57.0,5.77,5.71,3.52,2633
14721,14721,3559,3559,0.72,Ideal,G,VS2,62.5,54.0,5.72,5.77,3.59,2721
14722,14722,23281,23281,1.78,Premium,E,VS2,62.7,58.0,7.67,7.62,4.8,16783
14723,14723,115870,115870,0.42,Very Good,H,VVS1,62.4,54.0,4.79,4.83,3.0,1096
14724,14724,7058,7058,0.5,Ideal,H,SI1,62.1,54.0,5.12,5.09,3.17,1016
14725,14725,146785,146785,0.53,Ideal,G,SI2,60.9,56.0,5.2,5.24,3.18,1132
14726,14726,125800,125800,1.01,Good,H,SI1,58.2,57.0,6.61,6.52,3.85,4247
14727,14727,148721,148721,1.07,Premium,H,SI1,61.0,61.0,6.59,6.52,4.01,4990
14728,14728,190545,190545,0.3,Ideal,H,VS2,61.8,55.0,4.3,4.33,2.67,462
14729,14729,32170,32170,1.03,Ideal,J,SI1,61.4,56.0,6.54,6.51,4.01,4323
14730,14730,138052,138052,0.32,Ideal,E,VVS1,61.6,55.0,4.44,4.42,2.73,1020
14731,14731,140326,140326,0.71,Ideal,E,SI1,62.5,55.0,5.7,5.74,3.57,2782
14732,14732,154283,154283,0.33,Good,G,VVS1,61.1,62.0,4.42,4.45,2.71,840
14733,14733,6501,6501,0.31,Ideal,G,IF,61.9,55.0,4.38,4.41,2.72,901
14734,14734,82079,82079,0.59,Ideal,F,VS1,62.3,54.0,5.35,5.39,3.36,2117
14735,14735,108105,108105,0.71,Very Good,F,SI1,61.3,57.0,5.7,5.75,3.51,2323
14736,14736,100997,100997,0.31,Ideal,G,IF,61.2,55.0,4.35,4.38,2.67,979
14737,14737,21317,21317,1.0,Good,F,VS2,60.3,65.0,6.5,6.47,3.9,6183
14738,14738,94709,94709,1.57,Premium,I,VS2,60.8,58.0,7.53,7.47,4.57,10282
14739,14739,145324,145324,0.3,Ideal,H,VVS1,61.0,57.0,4.37,4.35,2.66,665
14740,14740,174397,174397,0.9,Very Good,E,VS2,63.4,60.0,6.08,6.04,3.83,4179
14741,14741,46407,46407,0.75,Good,H,SI1,63.3,57.0,5.78,5.65,3.62,2384
14742,14742,116417,116417,0.71,Ideal,F,SI1,61.8,56.0,5.73,5.75,3.54,2453
14743,14743,184624,184624,1.16,Premium,G,SI1,61.4,59.0,6.75,6.71,4.13,5652
14744,14744,6,6,0.74,Ideal,E,VS2,61.8,57.0,5.76,5.79,3.57,3229
14745,14745,185965,185965,0.3,Ideal,E,SI1,62.9,57.0,4.3,4.27,2.71,524
14746,14746,12528,12528,0.35,Ideal,F,VS2,61.4,57.0,4.53,4.56,2.79,644
14747,14747,164964,164964,0.6,Ideal,E,SI1,62.0,55.0,5.43,5.45,3.37,1781
14748,14748,94809,94809,2.0,Ideal,F,VS2,62.2,57.0,8.03,7.97,4.98,16789
14749,14749,75183,75183,0.39,Premium,E,SI1,60.2,58.0,4.74,4.7,2.84,1053
14750,14750,99438,99438,0.71,Ideal,G,VVS2,62.0,57.0,5.7,5.73,3.54,2896
14751,14751,35197,35197,0.51,Premium,G,VS2,61.1,59.0,5.17,5.13,3.15,1449
14752,14752,94409,94409,1.5,Ideal,F,VS2,62.2,55.0,7.3,7.34,4.55,14474
14753,14753,158186,158186,2.06,Good,I,SI1,64.2,56.0,7.99,7.93,5.16,16277
14754,14754,4325,4325,0.72,Ideal,F,VVS2,61.0,57.0,5.75,5.79,3.52,3206
14755,14755,153702,153702,1.26,Very Good,G,VVS2,62.0,56.0,6.94,6.9,4.29,10455
14756,14756,51129,51129,0.31,Ideal,H,VVS1,60.8,56.0,4.43,4.4,2.68,907
14757,14757,72139,72139,0.55,Ideal,E,SI1,60.5,57.0,5.32,5.3,3.21,1609
14758,14758,83095,83095,0.73,Ideal,E,VVS1,61.6,56.0,5.77,5.81,3.57,3508
14759,14759,66806,66806,0.5,Ideal,E,VS2,61.0,56.0,5.12,5.16,3.14,1695
14760,14760,127228,127228,0.4,Ideal,E,VS2,61.8,54.0,4.78,4.74,2.94,999
14761,14761,30356,30356,1.01,Good,G,SI1,63.4,59.0,6.32,6.37,4.01,4455
14762,14762,160566,160566,1.21,Very Good,J,SI1,60.7,56.0,6.88,6.95,4.19,5070
14763,14763,178081,178081,1.2,Premium,G,VS2,62.5,58.0,6.81,6.76,4.23,6928
14764,14764,15113,15113,0.9,Very Good,H,SI1,62.7,58.0,6.02,6.05,3.79,3643
14765,14765,138071,138071,0.3,Ideal,D,SI1,61.9,56.0,4.33,4.34,2.69,552
14766,14766,52296,52296,1.23,Ideal,G,VS1,61.3,57.0,6.93,6.88,4.23,9229
14767,14767,190171,190171,0.37,Ideal,E,VS2,61.8,56.0,4.62,4.6,2.85,811
14768,14768,46450,46450,0.32,Ideal,F,VS2,62.6,55.0,4.45,4.42,2.77,828
14769,14769,95030,95030,0.3,Very Good,H,SI1,60.5,61.0,4.35,4.38,2.64,422
14770,14770,25715,25715,0.91,Ideal,F,SI2,61.6,56.0,6.27,6.3,3.86,3730
14771,14771,124601,124601,0.31,Premium,H,VS1,62.4,59.0,4.26,4.29,2.66,544
14772,14772,14556,14556,1.13,Ideal,D,SI2,62.2,57.0,6.69,6.66,4.15,6190
14773,14773,50024,50024,0.79,Ideal,G,SI2,60.9,54.0,6.0,6.09,3.65,2913
14774,14774,35479,35479,0.31,Ideal,E,VS2,61.2,56.0,4.37,4.38,2.68,680
14775,14775,147477,147477,0.4,Premium,F,SI1,61.6,56.0,4.75,4.79,2.94,992
14776,14776,25518,25518,0.4,Premium,G,IF,62.1,60.0,4.71,4.73,2.93,1433
14777,14777,135520,135520,0.39,Ideal,G,VS1,61.3,55.0,4.75,4.77,2.92,1121
14778,14778,5330,5330,1.0,Very Good,D,SI2,62.1,58.0,6.34,6.38,3.95,4312
14779,14779,128384,128384,1.12,Premium,I,VS1,59.4,59.0,6.78,6.82,4.04,8467
14780,14780,174689,174689,1.0,Very Good,F,SI2,66.0,58.0,6.22,6.12,4.08,4286
14781,14781,16881,16881,0.93,Premium,H,SI1,62.8,59.0,6.26,6.21,3.91,3388
14782,14782,46993,46993,0.37,Premium,D,VS2,61.4,60.0,4.63,4.66,2.84,952
14783,14783,100516,100516,1.0,Very Good,E,VS2,63.1,59.0,6.35,6.39,4.01,7213
14784,14784,146256,146256,0.57,Ideal,I,VVS1,62.2,55.0,5.35,5.33,3.32,1792
14785,14785,165666,165666,0.25,Very Good,F,VVS2,61.6,57.0,4.04,4.06,2.5,548
14786,14786,27345,27345,0.31,Premium,I,VVS1,62.0,59.0,4.3,4.35,2.68,571
14787,14787,121580,121580,0.4,Ideal,H,IF,62.6,55.0,4.7,4.73,2.95,1266
14788,14788,152057,152057,0.52,Ideal,F,VS2,61.8,56.0,5.15,5.18,3.19,1581
14789,14789,76528,76528,0.71,Good,D,SI1,62.5,59.0,5.64,5.61,3.52,2816
14790,14790,117315,117315,0.34,Premium,G,SI1,61.1,60.0,4.47,4.53,2.75,507
14791,14791,96877,96877,1.12,Ideal,I,VS2,61.8,57.0,6.67,6.63,4.12,4712
14792,14792,64785,64785,0.74,Ideal,D,VS2,62.0,55.0,5.77,5.83,3.6,3721
14793,14793,146049,146049,0.51,Ideal,D,VS2,62.7,57.0,5.08,5.12,3.2,1691
14794,14794,71244,71244,0.78,Premium,D,VS2,62.0,58.0,5.92,5.87,3.66,3299
14795,14795,72492,72492,1.0,Ideal,G,VS1,62.8,57.0,6.38,6.34,4.0,7484
14796,14796,152300,152300,0.57,Ideal,G,VS2,62.0,55.0,5.35,5.38,3.33,1754
14797,14797,106800,106800,0.91,Ideal,I,SI1,62.1,56.0,6.18,6.22,3.85,4488
14798,14798,48246,48246,1.51,Very Good,H,SI2,59.6,58.0,7.48,7.4,4.42,9095
14799,14799,142021,142021,0.27,Ideal,G,VS2,62.3,55.0,4.14,4.16,2.58,490
14800,14800,151568,151568,1.0,Good,G,VS1,63.1,56.0,6.38,6.34,4.01,6793
14801,14801,1538,1538,0.36,Very Good,G,SI1,61.9,56.0,4.56,4.6,2.84,507
14802,14802,72210,72210,0.5,Premium,D,SI1,62.4,57.0,5.09,5.13,3.19,1654
14803,14803,154039,154039,1.01,Premium,G,SI1,58.4,61.0,6.5,6.46,3.81,4269
14804,14804,74872,74872,1.0,Very Good,F,VS2,63.3,59.0,6.29,6.32,3.99,6448
14805,14805,87899,87899,0.3,Ideal,F,VS2,62.3,53.7,4.31,4.34,2.69,601
14806,14806,12173,12173,0.71,Good,D,SI1,63.8,59.0,5.66,5.59,3.58,2320
14807,14807,112071,112071,0.34,Ideal,F,VVS1,61.7,56.0,4.5,4.46,2.77,1020
14808,14808,164061,164061,0.41,Premium,G,VS2,60.4,59.0,4.83,4.79,2.89,847
14809,14809,123966,123966,0.3,Ideal,E,VVS2,62.8,57.0,4.3,4.32,2.7,1013
14810,14810,123443,123443,1.59,Ideal,I,VS1,62.6,53.3,7.45,7.49,4.69,11677
14811,14811,55707,55707,0.72,Ideal,I,VVS1,61.8,55.0,5.73,5.75,3.55,2533
14812,14812,170668,170668,0.91,Very Good,I,SI1,62.8,62.0,6.08,6.12,3.81,3036
14813,14813,76281,76281,0.25,Ideal,F,VVS2,60.6,56.0,4.05,4.08,2.47,575
14814,14814,143740,143740,0.4,Ideal,E,VS2,61.0,56.0,4.74,4.77,2.9,975
14815,14815,81895,81895,0.5,Very Good,F,VVS1,63.3,56.0,5.07,5.09,3.22,1838
14816,14816,128966,128966,0.35,Premium,D,SI1,60.9,58.0,4.55,4.59,2.78,687
14817,14817,20578,20578,0.36,Premium,E,SI1,60.7,58.0,4.61,4.64,2.81,631
14818,14818,133116,133116,1.01,Very Good,G,VS2,63.1,56.0,6.37,6.41,4.03,5995
14819,14819,141210,141210,3.04,Premium,I,VS2,62.2,59.0,9.51,9.46,5.5,15897
14820,14820,189065,189065,0.41,Ideal,F,VVS2,61.3,57.0,4.79,4.76,2.93,1192
14821,14821,155973,155973,0.41,Ideal,F,VS1,61.4,55.0,4.78,4.75,2.93,1107
14822,14822,8208,8208,0.28,Ideal,H,VVS2,62.6,54.0,4.2,4.23,2.64,590
14823,14823,72362,72362,2.03,Ideal,H,SI1,60.3,60.0,8.26,8.19,4.95,18026
14824,14824,110841,110841,0.5,Premium,E,SI2,59.6,59.0,5.15,5.18,3.08,1181
14825,14825,129318,129318,1.51,Premium,G,VS1,61.2,59.0,7.37,7.33,4.5,14477
14826,14826,147221,147221,0.32,Ideal,G,SI1,61.3,55.0,4.43,4.46,2.72,540
14827,14827,69991,69991,0.41,Premium,E,VS2,59.5,60.0,4.84,4.88,2.89,1003
14828,14828,3786,3786,1.51,Good,I,SI1,63.3,61.0,7.3,7.34,4.64,8705
14829,14829,102706,102706,0.41,Premium,F,SI1,62.4,58.0,4.73,4.76,2.96,755
14830,14830,179529,179529,0.7,Ideal,E,VS1,61.2,56.0,5.73,5.76,3.51,3332
14831,14831,69822,69822,0.5,Good,D,SI1,63.5,56.0,5.05,5.01,3.19,1378
14832,14832,60219,60219,0.43,Premium,G,VVS2,60.8,,4.88,4.85,2.96,1129
14833,14833,164948,164948,1.53,Ideal,H,VS2,61.3,56.0,7.42,7.45,4.56,15253
14834,14834,60377,60377,0.7,Premium,G,SI1,62.3,58.0,5.69,5.72,3.55,2337
14835,14835,7689,7689,1.2,Premium,H,SI1,61.4,61.0,6.87,6.82,4.19,6689
14836,14836,78639,78639,0.4,Ideal,F,SI1,61.5,55.0,4.74,4.77,2.93,755
14837,14837,188915,188915,1.22,Premium,I,VS1,62.4,60.0,6.83,6.79,4.25,6662
14838,14838,156902,156902,0.41,Very Good,G,SI2,62.0,55.0,4.76,4.79,2.95,683
14839,14839,148349,148349,1.23,Very Good,G,VS2,63.3,56.0,6.77,6.82,4.29,8248
14840,14840,157406,157406,0.46,Very Good,G,SI1,62.3,58.0,4.94,4.9,3.06,984
14841,14841,106900,106900,0.51,Ideal,E,SI1,62.1,55.0,5.15,5.19,3.2,1438
14842,14842,120595,120595,1.01,Very Good,H,VS1,60.4,59.0,6.4,6.44,3.89,4826
14843,14843,3614,3614,2.0,Very Good,H,SI2,61.8,61.0,8.14,8.07,5.02,12369
14844,14844,64847,64847,1.01,Ideal,E,SI2,62.5,57.0,6.45,6.34,3.99,4338
14845,14845,146209,146209,0.3,Premium,D,VS2,62.6,58.0,4.28,4.33,2.7,712
14846,14846,59069,59069,0.9,Good,F,SI2,63.2,57.0,6.12,6.16,3.88,3267
14847,14847,13821,13821,1.0,Ideal,G,VS2,61.6,57.0,6.39,6.41,3.94,6159
14848,14848,109092,109092,0.41,Ideal,F,VVS2,61.5,56.0,4.82,4.79,2.95,1115
14849,14849,48078,48078,2.14,Ideal,I,SI1,60.9,58.0,8.29,8.36,5.06,18692
14850,14850,174087,174087,0.71,Premium,F,SI1,62.4,61.0,5.64,5.66,3.52,2200
14851,14851,95510,95510,1.51,Very Good,J,VS1,63.1,59.0,7.21,7.24,4.55,9354
14852,14852,127783,127783,1.03,Ideal,G,VVS2,61.6,56.0,6.48,6.5,4.0,7506
14853,14853,106353,106353,1.01,Very Good,E,VS2,62.3,58.0,6.37,6.44,3.99,6944
14854,14854,110068,110068,0.9,Very Good,E,SI1,62.2,60.0,6.13,6.17,3.83,3878
14855,14855,132972,132972,0.71,Premium,E,VS1,62.2,58.0,5.7,5.67,3.54,2704
14856,14856,84721,84721,0.31,Ideal,D,VS2,62.5,56.0,4.34,4.31,2.7,942
14857,14857,182418,182418,0.81,Premium,I,SI2,60.3,59.0,6.05,6.03,3.62,2373
14858,14858,134416,134416,0.71,Very Good,E,SI2,63.7,57.0,5.68,5.62,3.6,2096
14859,14859,11096,11096,0.7,Premium,E,SI2,60.6,62.0,5.71,5.67,3.44,2137
14860,14860,122435,122435,0.91,Ideal,H,VS2,61.4,55.0,6.21,6.25,3.82,4012
14861,14861,48249,48249,0.33,Very Good,H,VS2,61.7,,4.44,4.47,2.75,537
14862,14862,141861,141861,1.6,Ideal,F,VS2,61.0,55.0,7.61,7.56,4.62,18188
14863,14863,155922,155922,1.01,Ideal,H,SI1,62.9,54.0,6.44,6.38,4.03,4766
14864,14864,100691,100691,1.02,Ideal,F,SI1,61.6,56.0,6.48,6.46,3.99,4759
14865,14865,38406,38406,0.56,Ideal,D,VS2,61.9,55.0,5.27,5.3,3.28,2029
14866,14866,17308,17308,1.0,Premium,D,SI2,62.1,58.0,6.39,6.36,3.96,4136
14867,14867,182063,182063,0.31,Premium,G,VS1,62.6,58.0,4.32,4.36,2.72,625
14868,14868,90295,90295,0.7,Ideal,H,SI2,62.0,57.0,5.64,5.7,3.51,2268
14869,14869,172717,172717,0.71,Premium,J,SI1,61.2,60.0,5.75,5.73,3.51,1902
14870,14870,163749,163749,0.5,Ideal,E,VS2,62.0,55.0,5.08,5.11,3.16,1637
14871,14871,94928,94928,0.9,Good,F,SI2,63.7,60.0,6.09,6.03,3.85,3081
14872,14872,30140,30140,1.01,Premium,G,VS2,59.5,58.0,6.57,6.53,3.9,6805
14873,14873,69661,69661,2.01,Premium,I,VS2,60.1,61.0,8.26,8.16,4.94,16778
14874,14874,100429,100429,0.92,Very Good,D,SI2,62.0,56.0,6.26,6.28,3.89,3775
14875,14875,190536,190536,0.3,Ideal,H,VVS2,61.4,56.0,4.26,4.3,2.63,605
14876,14876,35859,35859,1.01,Very Good,H,SI1,62.9,61.0,6.35,6.39,4.01,5047
14877,14877,118434,118434,0.29,Very Good,E,VVS2,60.7,53.0,4.28,4.31,2.6,633
14878,14878,79107,79107,0.7,Very Good,E,SI1,58.4,61.0,5.84,5.89,3.43,3009
14879,14879,106472,106472,0.5,Ideal,H,VS2,61.7,55.0,5.12,5.16,3.17,1452
14880,14880,64356,64356,0.5,Ideal,G,VVS2,61.5,55.0,5.11,5.14,3.15,1715
14881,14881,179851,179851,0.41,Ideal,E,SI1,62.6,55.0,4.77,4.8,2.99,677
14882,14882,28272,28272,0.31,Very Good,F,VVS1,61.8,59.0,4.28,4.33,2.66,801
14883,14883,44196,44196,0.52,Ideal,G,VVS1,61.8,56.0,5.15,5.18,3.19,2105
14884,14884,103226,103226,0.56,Ideal,E,SI2,61.3,56.0,5.28,5.32,3.25,1559
14885,14885,130322,130322,1.0,Very Good,F,VS2,63.1,57.0,6.43,6.37,4.05,6163
14886,14886,24806,24806,1.01,Very Good,G,VS1,62.6,59.0,6.37,6.4,4.0,7068
14887,14887,24001,24001,0.96,Very Good,D,SI1,63.3,58.0,6.25,6.29,3.96,4491
14888,14888,140454,140454,0.4,Ideal,E,SI1,62.5,56.0,4.72,4.7,2.94,918
14889,14889,94125,94125,0.4,Ideal,G,SI1,62.4,54.0,4.73,4.7,2.94,694
14890,14890,172738,172738,0.31,Ideal,D,VS2,62.4,57.0,4.34,4.31,2.7,942
14891,14891,34601,34601,0.26,Very Good,F,VS2,61.2,60.0,4.13,4.1,2.48,394
14892,14892,33967,33967,1.72,Ideal,G,VS1,62.8,55.0,7.67,7.63,4.81,16558
14893,14893,35437,35437,1.51,Fair,F,VS2,55.3,57.0,7.6,7.59,4.29,13233
14894,14894,92105,92105,0.31,Premium,H,VS2,61.8,59.0,4.37,4.33,2.69,628
14895,14895,30079,30079,0.34,Ideal,G,VS2,61.0,54.0,4.56,4.59,2.79,596
14896,14896,42950,42950,1.27,Premium,F,SI2,62.0,58.0,6.94,6.88,4.28,6239
14897,14897,68351,68351,1.02,Ideal,E,SI1,62.8,56.0,6.4,6.43,4.03,5983
14898,14898,143664,143664,1.03,Ideal,G,VS1,61.8,56.0,6.45,6.48,4.0,7358
14899,14899,40047,40047,0.71,Premium,F,SI1,58.7,59.0,5.86,5.82,3.44,2018
14900,14900,84180,84180,1.54,Ideal,F,SI2,62.5,56.0,7.37,7.32,4.6,8181
14901,14901,23895,23895,0.23,Very Good,G,VS1,60.2,60.0,3.95,3.99,2.4,404
14902,14902,191589,191589,1.0,Premium,G,VS2,60.3,58.0,6.52,6.48,3.92,6048
14903,14903,128122,128122,0.77,Ideal,H,VS1,61.5,55.0,5.91,5.94,3.63,3304
14904,14904,15059,15059,0.7,Very Good,E,SI2,59.2,62.0,5.77,5.74,3.42,2156
14905,14905,57988,57988,2.0,Ideal,H,SI2,61.4,59.0,8.08,8.13,4.97,15708
14906,14906,102576,102576,0.3,Ideal,H,VVS1,61.8,55.0,4.33,4.31,2.67,878
14907,14907,26164,26164,0.75,Premium,F,SI1,61.4,59.0,5.88,5.83,3.59,2846
